ID,Project,Category,TypeOfIssue,FundLost,FundsReturned,FundsRecovered,IsVerifiedSourceCode,IsPublicedTeam,Date
2954,Inputs.io,CeFi,Access Control,809000,0,,0,0,2013-10-23
139,BitBot,,Rugpull,805001,0,,,,2021-2-20
2786,OptionRoom,,Other,800000,762003,,0,0,2021-7-11
2584,ChainSwap,,Other,800000,0,,,,2021-7-2
2488,Wault Finance,,Flash Loan Attack,800000,0,,0,0,2021-8-4
2758,Eco DeFi,,Access Control,794041,0,,0,1,2021-12-28
3194,TIGER,Token,Rugpull,784106,0,,1,0,2022-9-23
2806,DataDAO Finance,NFT,Rugpull,781637,0,,0,0,2022-1-30
3308,Cryptoburgers,Gaming / Metaverse,Other,770000,0,,1,0,2022-1-17
2801,Crypto Burgers,,Flash Loan Attack,770000,450251,,0,0,2022-1-17
2803,Mercenary,,Rugpull,760000,0,,0,0,2022-1-26
2587,AutoSharkFinance,Exchange (DEX),Flash Loan Attack,759046,0,,0,0,2021-5-24
2862,Altilly,CeFi,Rugpull,750000,0,,0,0,2020-12-26
2594,Yam DAO,,Other,750000,0,,,,2020-8-13
3097,Forest Tiger Pro,"Gaming / Metaverse,Token",Rugpull,732647,0,,1,0,2022-7-13
2701,ElectronDAO,,Rugpull,728653,0,,0,0,2021-11-25
2936,Kipcoin,CeFi,Access Control,721000,0,,0,0,2015-2-18
46,UniCat.farm,Exchange (DEX),Rugpull,713402,0,,,,2020-9-24
2694,Meta Pets,,Rugpull,708623,0,,0,0,2021-11-18
3016,QAN Platform,,Other,704590,0,,1,1,2022-5-18
2856,Umbrella Network (2),,Other,700000,0,,0,0,2022-3-20
2706,Meebits,,Other,700000,0,,0,0,2021-5-8
364,BitDao,Token,Honeypot,686491,0,,0,0,2021-6-17
2489,Merlin Labs,,Other,680000,0,,,,2021-5-26
2736,Zerogoki,,Other,670000,0,,0,0,2021-8-8
2361,bZx (2),,Flash Loan Attack,665840,0,,0,0,2020-2-18
2824,BabyMUSK,,Rugpull,664910,0,,0,0,2022-2-9
2837,Ariva Digital,,Access Control,660739,0,,0,0,2022-2-25
2542,Impossible Finance,,Flash Loan Attack,660657,0,,0,0,2021-6-21
2948,Crypto Rush,CeFi,Other,659000,0,,0,0,2014-3-15
2719,Lever,,Other,652941,0,,0,0,2021-11-26
3316,Midas Capital,Borrowing and Lending,Flash Loan Attack,650000,0,,0,0,2023-1-15
3242,Melody,Gaming / Metaverse,Access Control,644404,0,,1,0,2022-10-24
2822,TECRA,,Other,642756,0,,0,0,2022-2-4
346,VitaDAO.com,Token,Honeypot,626595,0,,1,0,2021-6-19
2982,MyBitcoin (2),CeFi,Rugpull,619000,0,,0,0,2011-8-8
2813,Flexcoin,CeFi,Other,614298,0,,0,1,2014-3-2
3121,Curve.Finance,Exchange (DEX),Phishing,612000,450000,,0,1,2022-8-9
2705,Wild Credit,Borrowing and Lending,Access Control,611963,611963,,0,0,2021-5-27
2951,BIPS,,Other,600000,0,,0,0,2013-11-17
2721,Nerve Finance,Exchange (DEX),Other,585882,0,,0,0,2021-11-14
3172,DAO_Officials,Other,Flash Loan Attack,581250,0,,0,0,2022-9-4
3320,Thoreum Finance,Other,Access Control,580000,0,,0,0,2023-1-19
3221,The Micro Elements,Token,Rugpull,573223,0,,1,0,2022-10-11
2889,Bitsane,CeFi,Rugpull,570000,0,,0,0,2019-6-17
2800,BNB HEROES,,Rugpull,561284,0,,0,0,2022-1-17
2490,Merlin Labs (2),,Other,550000,0,,,,2021-5-27
2957,WeExchange,CeFi,Other,545000,0,,0,0,2013-7-1
197,Kper Network,,Rugpull,541755,0,,,,2020-10-31
3018,Feminist Metaverse,,Other,540000,0,,1,0,2022-5-18
2745,Visor Finance (3),,Other,529929,0,,0,0,2021-12-21
2855,REALSWAK,,Rugpull,526968,0,,0,0,2022-3-22
2358,Balancer Labs,Exchange (DEX),Flash Loan Attack,523613,0,,0,0,2020-6-28
2747,Array Finance,,Flash Loan Attack,516391,0,,0,1,2021-7-19
2753,PolyDEX,Exchange (DEX),Other,511144,0,,0,0,2021-6-20
3145,HUT,Token,Rugpull,509000,0,,0,0,2022-8-20
2784,Umbrella Network,,Other,505060,0,,0,0,2021-7-11
2696,Visor Finance,,Access Control,504845,504845,,0,0,2021-6-19
2925,Enigma,,Other,500000,0,,0,0,2017-8-21
2881,VinDAX,CeFi,Other,500000,0,,0,0,2019-11-8
2777,SharedStake,,Access Control,500000,0,,0,0,2021-6-24
2767,Seascape Network,Exchange (DEX),Access Control,500000,0,,0,0,2021-3-15
130,Union Capital,,Rugpull,500000,0,,,,2021-2-10
3063,DMC Token,,Rugpull,497386,0,,1,0,2022-6-25
107,Stable Yield Credit,Token,Honeypot,494001,0,,,,2021-1-5
3227,MetaverseToken,Token,Flash Loan Attack,487042,0,,1,0,2022-10-16
2847,WanderVerse NFT,,Rugpull,484887,0,,0,0,2022-3-8
2770,HSO,,Rugpull,481800,398657,,0,0,2021-3-10
242,Pump Farm,,Rugpull,477544,0,,,,2020-11-12
3182,Arbitrage Robot Token,"Token,Yield Aggregator",Other,472459,0,,1,0,2022-9-8
2830,BuildFinance,,Access Control,470000,0,,0,0,2022-2-14
3310,Snowflake,Exchange (DEX),Rugpull,468000,0,,0,0,2022-12-30
2938,Exco,CeFi,Rugpull,460000,0,,0,0,2015-2-10
208,Xdef finance,,Rugpull,449690,0,,,,2021-1-5
175,Pills for Sale (Fake),Token,Honeypot,447069,0,,,,2021-1-17
3053,FSWAP,,Other,432497,0,,1,0,2022-6-13
2739,Dot Finance,,Other,429724,0,,0,1,2021-8-25
3269,Fair Token,Token,Rugpull,428872,0,,1,0,2022-11-10
3291,BGE,Token,Rugpull,426892,0,,1,0,2022-12-1
2709,Unlock Protocol,,Access Control,416125,0,,0,0,2021-11-21
2781,RAI Finance,,Other,414013,414013,,0,0,2021-7-4
3144,Nut2Earn,Token,Rugpull,410000,0,,0,0,2022-8-16
3050,HEGE coin,Other,Rugpull,400000,0,,1,0,2022-6-11
2916,BlackWallet,,Access Control,400000,0,,0,0,2018-1-13
2750,WePiggy,,Other,400000,0,,0,0,2021-12-15
137,Leverage X,,Rugpull,399855,0,,,,2021-2-25
3204,Dollar,Token,Rugpull,382660,0,,1,0,2022-9-26
3236,MetaFinanceDAO,Token,Rugpull,380300,0,,1,0,2022-10-12
89,DEFIBase,,Rugpull,378721,0,,,,2020-12-11
3092,PREMINT | NFT,NFT,Access Control,375000,0,,0,1,2022-7-17
2700,Ploutoz Finance,,Flash Loan Attack,372441,0,,0,0,2021-11-23
2585,opyn,,Other,371260,371260,,,,2020-8-4
3179,Cauldron,Borrowing and Lending,Flash Loan Attack,370000,0,,1,0,2022-9-6
2963,Bitcoin Rain,CeFi,Other,370000,0,,0,0,2013-3-28
2703,ForceDAO,,Other,367000,367000,,0,0,2021-4-4
3135,XSTABLE Protocol,Token,Rugpull,366975,0,,1,0,2022-8-9
134,Hype Bet Finance,,Rugpull,363854,0,,,,2020-11-30
3082,Miss Universe NFT,NFT,Rugpull,360000,0,,1,1,2021-12-12
2360,bZx,,Flash Loan Attack,355880,0,,0,0,2020-2-15
111,PolBase Cash,Stablecoin,Rugpull,353807,0,,0,0,2021-1-7
3091,Ribbon Finance,,Phishing,351064,0,,1,0,2022-6-24
2989,GHOSTP2E,,Rugpull,346253,0,,0,0,2022-4-1
3036,Bubbleworld,,Other,343697,0,,1,1,2022-6-6
2959,Vircurex,CeFi,Access Control,342000,0,,0,0,2013-5-10
41,LV Finance,Yield Aggregator,Rugpull,333987,0,,0,0,2020-9-19
2491,Merlin Labs (3),,Other,333825,0,,,,2021-6-29
2935,BitFinex,CeFi,Access Control,332000,0,,0,1,2015-5-22
2766,SashimiSwap,Exchange (DEX),Flash Loan Attack,316800,0,,0,0,2021-12-30
141,Cake Lock,,Rugpull,310654,0,,,,2021-3-1
138,Rbase Finance,,Rugpull,307098,0,,,,2021-1-21
2819,FileSystemVideo,,Rugpull,303625,0,,0,0,2022-2-7
2973,Bitcoinica (2),CeFi,Access Control,303000,0,,0,0,2012-7-13
2876,Altsbit,CeFi,Other,303000,0,,0,0,2020-2-5
3176,ShadowFi,Token,Other,302817,0,,1,0,2022-9-2
3294,Lymex,Other,Rugpull,301754,0,,0,0,2022-12-4
2681,Glide Finance,Exchange (DEX),Other,300000,0,,0,0,2021-10-17
2838,Flurry Finance,,Other,293000,0,,0,0,2022-2-23
2572,FASTSWAP,,Other,290738,0,,,,2021-8-14
2796,Metaland DAO,,Rugpull,286585,0,,0,0,2022-1-7
44,Tomatos,Exchange (DEX),Rugpull,286136,0,,,,2020-9-24
2586,Soft Yearn Finance,,Other,281382,0,,,,2020-9-3
2746,Sanshu Inu,,Other,279608,0,,0,0,2021-7-21
94,SynLev,Exchange (DEX),Rugpull,277897,0,,,,2021-3-13
2955,BASIC-MINING,,Rugpull,277000,0,,0,0,2013-10-1
3034,Bored Ape Yacht Club (2),,Other,276290,0,,1,0,2022-6-4
2714,Saddle Finance,Exchange (DEX),Other,275735,0,,0,0,2021-1-19
3251,LOO,Token,Rugpull,275117,0,,1,0,2022-10-29
3191,Omni Bridge,Bridge,Other,271800,0,,1,0,2022-9-16
2695,xWin Finance,,Other,270000,0,,0,0,2021-6-25
2752,DeFiPie,,Other,269315,0,,0,1,2021-7-13
2933,Shapeshift,CeFi,Access Control,269000,0,,0,0,2016-4-1
3177,Kyber Network,Exchange (DEX),Other,265050,0,,0,0,2022-9-1
3126,BAYC & OtherSide,NFT,Phishing,262732,0,,0,0,2022-6-4
3197,SherLOCK,Token,Rugpull,262175,0,,1,0,2022-9-21
2657,ApeRocket,Stablecoin,Flash Loan Attack,260000,0,,0,0,2021-7-14
2768,Multi Financial,,Rugpull,258050,0,,0,0,2021-2-1
2802,Crosswise,,Other,257868,0,,0,1,2022-1-18
3184,PoW ETH,Token,Phishing,255780,0,,1,0,2022-9-15
3111,SuperStep,"Gaming / Metaverse,NFT,Token",Rugpull,255682,0,,0,0,2022-7-25
3198,BNQ Token,Token,Rugpull,255675,0,,1,0,2022-9-19
2940,796 Exchange,CeFi,Other,253000,0,,0,0,2015-1-28
2970,BitFloor,CeFi,Other,251000,0,,0,0,2012-9-5
2917,EtherDelta,,Access Control,251000,0,,0,0,2017-12-20
2873,Bisq,,Other,250000,0,,0,0,2020-4-8
2589,PolyYeld Finance,Yield Aggregator,Other,250000,0,,0,0,2021-7-28
2357,Safe Dollar (2),,Other,248000,0,,,,2021-6-28
2866,Chainlink,,Other,245000,0,,0,0,2020-9-5
2820,EarnHub,,Other,244938,0,,0,0,2022-2-7
104,POKeFARM,,Rugpull,238435,0,,,,2020-11-13
3134,Celer Bridge,Bridge,Other,236334,0,,0,0,2022-8-18
2983,Bitomat,CeFi,Access Control,236000,0,,0,0,2011-7-26
2978,Linode,,Other,228000,0,,0,0,2012-3-12
66,Shadetech,,Rugpull,224579,0,,,,2021-3-17
2874,Ledger,,Access Control,224000,0,,0,0,2020-3-25
2577,Tetris Finance,,Rugpull,217507,0,,,,2020-12-17
226,Cubic Finance,,Rugpull,216694,0,,,,2021-1-15
2848,NFTflow,,Rugpull,216386,0,,0,0,2022-3-14
3139,MMFinance,Token,Rugpull,215000,0,,0,0,2022-8-13
3138,Brand New Quest Metaverse,Gaming / Metaverse,Rugpull,214122,0,,0,0,2022-8-13
71,Bep Finance,,Rugpull,212432,0,,,,2021-3-16
2731,dYdX,,Other,211002,0,,0,0,2021-11-24
3240,Santa Coin,Token,Rugpull,210893,0,,1,0,2022-10-24
3064,Swello Finance,,Rugpull,210000,0,,1,0,2022-6-25
237,Elastic Staking,,Rugpull,208514,0,,,,2021-1-26
176,Sifchain Finance,Exchange (DEX),Honeypot,207718,0,,,,2021-1-6
3270,DeFi WZ Token,Token,Rugpull,207620,0,,1,0,2022-11-7
2854,Rare Bears,,Access Control,205586,0,,0,0,2022-3-17
3100,ArenaPlayAPC,"Gaming / Metaverse,Token",Rugpull,204259,0,,1,0,2022-7-15
522,Santa DAO,,Rugpull,203878,0,,,,2020-10-26
3079,Automated Assassins,,Rugpull,202000,0,,1,0,2022-6-3
2960,Bitmit,CeFi,Access Control,202000,0,,0,0,2013-4-26
2782,DAFI Protocol,,Other,200000,0,,0,0,2021-7-11
2588,Pinecone Finance,Borrowing and Lending,Other,200000,0,,0,0,2021-8-18
144,DistX,,Rugpull,197818,0,,,,2020-12-14
3312,GDS Chain,Other,Flash Loan Attack,197000,0,,0,0,2023-1-3
3216,Rabby Wallet,Other,Other,194500,0,,0,0,2022-10-11
2835,DollarDoge,,Rugpull,193703,0,,0,0,2022-2-21
3243,NWT Token,Token,Rugpull,191468,0,,1,0,2022-10-22
3238,Layer2DAO,Exchange (DEX),Access Control,190370,119251,,1,0,2022-10-23
3239,QuickSwap (2),Exchange (DEX),Flash Loan Attack,190000,0,,1,0,2022-10-23
3219,DMCToken (2),Token,Rugpull,189876,0,,1,0,2022-10-10
163,Magix,,Rugpull,188252,0,,,,2020-12-25
167,Astronaut NFT,,Rugpull,187400,0,,,,2021-2-8
3223,FTX,CeFi,Other,187156,0,,1,1,2022-10-13
3099,Meta Apes,"Gaming / Metaverse,NFT",Rugpull,183151,0,,1,0,2022-6-11
184,Cover protocol (fake),,Rugpull,182745,0,,,,2020-11-27
3022,SHIDAO,,Rugpull,180000,0,,1,0,2022-5-25
3174,Bill Muray Wallet Hack,"NFT,Other",Access Control,177873,0,,0,0,2022-8-31
3142,PAK REVOLUTION,Token,Rugpull,175184,0,,0,0,2022-8-14
2597,Casper DeFi,,Other,172411,190383,,,,2021-8-4
2733,Alpha Finance Lab (2),,Other,170704,170704,,0,0,2021-10-23
188,KeeperDAO (fake),Token,Honeypot,170217,0,,,,2020-11-7
3313,Nikhil Gopalani Wallet,Other,Phishing,170000,0,,0,0,2023-1-3
2593,Iron Finance,,Other,170000,0,,,,2020-3-16
2962,ZigGap,CeFi,Access Control,169000,0,,0,0,2013-4-1
217,Chessfarm.Tech,Other,Rugpull,167772,0,,0,0,2020-11-11
2958,PicoStocks,CeFi,Access Control,167000,0,,0,0,2013-6-1
2765,Stobox Exchange,,Access Control,166306,0,,0,1,2022-1-7
3151,X2Y2,"Exchange (DEX),NFT",Phishing,165000,0,,0,0,2022-5-10
3143,Stader.Near,Yield Aggregator,Other,165000,0,,0,0,2022-8-16
2952,Bitcash.cz,CeFi,Other,161000,0,,0,0,2013-11-11
3205,FDO,Token,Other,160441,0,,0,0,2022-10-4
3023,Sport Move,,Rugpull,159685,0,,1,0,2022-5-27
2845,SkyLands,,Rugpull,159136,0,,0,0,2022-3-7
3250,DappNode,Exchange (DEX),Access Control,158343,0,,1,1,2022-10-29
3241,BTDOG,Token,Rugpull,156844,0,,1,0,2022-10-22
3032,ADAF,,Rugpull,156000,0,,1,0,2022-6-3
3028,LlamaCoin,,Rugpull,150620,0,,1,0,2022-5-31
3319,BONK Inu (Fake),Token,Rugpull,150000,0,,0,0,2023-1-18
3102,DeeKay,NFT,Phishing,150000,0,,1,0,2022-7-15
2913,MyEtherWallet,,Access Control,150000,0,,0,0,2018-4-24
3029,FlokiMoon,,Rugpull,148132,0,,0,0,2022-5-31
3229,DDCX,Token,Rugpull,148019,0,,1,0,2022-10-18
3168,HPD,Token,Rugpull,142950,0,,1,0,2022-9-19
3059,DHE,,Rugpull,142000,0,,0,0,2022-6-20
3185,Giant Divine Shield,Gaming / Metaverse,Rugpull,140869,0,,1,0,2022-9-15
56,Walletreum,Borrowing and Lending,Rugpull,138340,0,,0,0,2020-11-15
221,Tin Finance,,Rugpull,137342,0,,,,2021-1-30
2550,Bancor (2),Exchange (DEX),Other,135229,0,,,,2020-6-18
2961,OzCoin,,Other,135000,83215,,0,0,2013-4-19
3068,Dark Light,Exchange (DEX),Rugpull,134120,0,,0,0,2022-6-30
2901,Netbox,,Rugpull,132000,0,,0,0,2019-3-24
3149,World Cup,Token,Rugpull,131892,0,,0,0,2022-8-23
3104,GST Token,Token,Rugpull,130943,0,,1,0,2022-7-20
3086,Quint,"NFT,Other",Other,130000,0,,1,0,2022-6-29
288,YFFS Finance,,Rugpull,130000,0,,,,2020-12-11
48,XYearn,Gaming / Metaverse,Rugpull,129526,0,,,,2020-10-19
2718,Daedalus DAO,,Rugpull,128832,0,,0,0,2021-12-5
1626,MerchDAO,Token,Honeypot,128194,0,,0,0,2021-3-28
3273,DeFi Safe,Token,Rugpull,127426,0,,1,0,2022-11-7
3218,Journey of Awakening,Token,Other,127000,0,,0,0,2022-10-12
2956,Just-Dice,,Access Control,123000,0,,0,0,2013-7-15
2899,Biki,CeFi,Access Control,123000,0,,0,0,2019-3-25
3261,MooCakeCTX,"Other,Token",Flash Loan Attack,122960,0,,1,0,2022-11-6
3083,MAD,Token,Other,122354,0,,0,0,2022-6-29
3098,Elron Token,Token,Rugpull,122000,0,,1,0,2022-7-15
112,MoltenSwap,,Rugpull,121994,0,,,,2021-3-7
3277,Trust Bridge,Token,Rugpull,120083,0,,1,0,2022-11-20
3035,ACC TOKEN,,Rugpull,120000,0,,1,0,2022-6-5
2869,Twitter,,Access Control,120000,0,,0,0,2020-7-15
3207,Easier,Token,Rugpull,115549,0,,1,0,2022-10-5
3037,FOMO DAO,,Rugpull,114360,0,,1,0,2022-6-4
2969,Cdecker,,Access Control,113000,0,,0,0,2012-9-28
2659,PancakeHunny,,Other,112187,0,,,,2021-6-3
166,Dark Matter,,Rugpull,111637,0,,,,2020-12-30
216,Vice.Uno,,Rugpull,111467,0,,,,2020-10-27
3222,FlokiChain,Token,Rugpull,111162,0,,1,0,2022-10-11
3271,Abracadabra Money,"Borrowing and Lending,Exchange (DEX),Stablecoin",Oracle Issue,110911,0,,1,0,2022-11-8
3186,F*ck The Merge,Token,Rugpull,110383,0,,1,0,2022-9-15
3171,Banana Swap,"Exchange (DEX),Token",Other,110105,0,,1,0,2022-8-28
3202,NWN,Token,Rugpull,110000,0,,1,0,2022-9-27
225,INFI Governance and Utility Token,,Rugpull,109878,0,,,,2021-1-26
2947,Bitcurex,CeFi,Other,108000,0,,0,0,2014-3-16
3133,QuickSwap,Exchange (DEX),Other,107600,0,,1,1,2022-5-14
147,YZY DAO,,Rugpull,106315,0,,,,2021-4-23
2841,TetherShiba,Token,Honeypot,105421,0,,0,0,2022-3-7
3187,DarkPool,Token,Other,103859,0,,1,0,2022-9-10
3224,FDB,Token,Rugpull,103540,0,,1,0,2022-10-15
239,Yearn Machine Learning,,Rugpull,100367,0,,,,2021-1-21
2894,Coinbase,CeFi,Access Control,100000,0,,0,0,2019-5-22
2720,Formation.Fi,,Other,100000,0,,0,0,2021-11-20
228,Aphrodite Protocol,,Rugpull,97147,0,,,,2021-1-29
2356,Safe Dollar,,Other,95392,0,,,,2021-6-20
2797,CityDAO,,Access Control,95000,0,,0,0,2022-1-10
3094,Citizen Finance,Gaming / Metaverse,Access Control,94336,0,,1,0,2022-7-11
3164,Marvel Metauniverse,Token,Rugpull,93746,0,,1,0,2022-8-28
173,Nifity,,Rugpull,93410,0,,,,2021-1-22
291,Dividend Token,,Rugpull,92360,0,,,,2020-11-24
3281,Sheep Farm,Gaming / Metaverse,Other,91320,0,,1,0,2022-11-15
3109,Cryptos Tribe,Token,Rugpull,91023,0,,1,0,2022-7-27
3206,RedRubyDAO,"Other,Token",Other,91000,0,,0,0,2022-10-4
3257,GDAO,Token,Rugpull,90302,0,,1,0,2022-10-28
2815,CryptoBatz,,Other,90170,0,,0,0,2022-1-29
3159,Cashera,Token,Rugpull,90000,0,,0,0,2022-5-8
3078,Klein Bottle,Token,Rugpull,89747,0,,0,0,2022-7-6
3272,Brahma Finance,"Exchange (DEX),Yield Aggregator",Other,89522,0,,1,1,2022-11-9
3123,AI DAY: Part 2,Token,Rugpull,88736,0,,0,0,2022-8-8
2641,Bitcoinica,CeFi,Other,87000,0,,,,2012-5-11
3026,Novo,Token,Oracle Issue,85604,0,,1,1,2022-5-29
2832,Animoca Brands Metaverse,,Rugpull,84631,0,,0,0,2022-2-17
3166,Galaxy Coin,Token,Rugpull,84535,0,,0,0,2022-8-29
2834,Raptor2,,Rugpull,83960,0,,0,0,2022-2-21
59,CBDAO,,Rugpull,83884,0,,,,2020-10-9
140,NeedForSpeed Finance,,Rugpull,82091,0,,,,2021-4-27
3253,Rubic,"Bridge,Exchange (DEX)",Access Control,79670,0,,0,1,2022-11-2
3169,Cupid,Token,Flash Loan Attack,78623,0,,0,0,2022-8-31
161,OracleSwapToken,Token,Honeypot,77328,0,,,,2021-2-8
191,Star Swap,,Rugpull,76654,0,,,,2020-11-6
150,Sakura DeFi,,Rugpull,76480,0,,,,2021-2-14
3295,Nimbus DAO,Other,Flash Loan Attack,76000,0,,0,1,2022-12-14
2857,Doodle Monkey,,Rugpull,75555,0,,0,0,2022-3-23
224,Bio Farm,,Rugpull,73244,0,,,,2021-1-13
214,Exvault Finance,,Rugpull,73167,0,,,,2020-10-25
61,YFFC,Yield Aggregator,Rugpull,72446,0,,0,0,2020-11-6
3054,Equalizer Finance,,Flash Loan Attack,72000,0,,1,0,2022-6-7
87,Solid Protocol,Exchange (DEX),Rugpull,71555,0,,,,2020-12-19
3230,SHOK,Token,Rugpull,71488,0,,1,0,2022-10-16
3188,TSUKA,Token,Rugpull,70755,0,,1,0,2022-9-15
235,UniTarget,,Rugpull,70732,0,,,,2020-12-25
2757,Snowflake Floki,Token,Honeypot,70375,0,,0,0,2021-12-28
3321,OMNI Real Estate,NFT,Other,70000,0,,0,0,2023-1-17
2985,MyBitcoin,CeFi,Other,68300,0,,0,0,2011-6-21
1892,Force Dao,Token,Honeypot,65806,0,,0,0,2021-3-28
2949,Poloniex Exchange,CeFi,Other,65600,65600,,0,0,2014-3-4
3020,Hackerdao,,Flash Loan Attack,65155,0,,1,0,2022-5-24
3148,Dogioh,"Gaming / Metaverse,NFT",Rugpull,65000,0,,0,0,2022-8-22
170,SLM Token,Token,Honeypot,64891,0,,,,2021-1-17
290,Kosta Finance,,Rugpull,63376,0,,,,2020-11-24
1953,Echelon DAO,Token,Honeypot,63188,0,,0,0,2021-4-10
3073,Fantom,Other,Access Control,62500,0,,0,0,2022-7-1
3173,Meta Magic Coin,Token,Rugpull,62224,0,,1,0,2022-9-2
88,YFDash,,Rugpull,61000,0,,,,2020-12-14
195,K33pr,,Rugpull,60858,0,,,,2020-11-30
3249,A6 Token,Token,Rugpull,60852,0,,1,0,2022-10-23
3019,Swapnex,,Rugpull,60813,0,,0,0,2022-5-12
3256,HLG,Token,Rugpull,60785,0,,1,0,2022-10-28
3175,Carillonium,Token,Rugpull,59172,0,,0,0,2022-9-1
75,Rise Protocol,,Rugpull,59164,0,,,,2021-3-11
3141,FIO Protocol,Token,Rugpull,59082,0,,0,0,2022-8-14
2579,RIFT Token,,Rugpull,59040,0,,,,2020-12-31
3246,Victor the Fortune,Token,Other,58450,0,,1,0,2022-10-27
3193,SSPF,Token,Rugpull,58448,0,,0,0,2022-9-24
2964,BTC Guild,,Other,58000,0,,0,0,2013-3-10
67,Poz finance,,Rugpull,56292,0,,,,2021-1-22
3074,Nody,Other,Rugpull,54559,0,,1,0,2022-7-2
3077,SHADE INU Token,Token,Rugpull,53761,0,,1,0,2022-7-6
3127,StarMan,Token,Rugpull,53460,0,,0,0,2022-6-2
2980,Bitcoin7,CeFi,Other,53100,0,,0,0,2011-10-5
3140,GEMDAO,Token,Rugpull,53000,0,,0,0,2022-8-14
3042,BabyElon,,Rugpull,52852,0,,1,0,2022-6-8
3178,Cornerchain,Token,Rugpull,51411,0,,0,0,2022-9-6
2946,Doge Vault,,Other,51100,0,,0,0,2014-5-13
2826,ValentineFloki,Token,Honeypot,50830,0,,0,0,2022-2-14
2965,Bit LC Inc.,,Access Control,50800,0,,0,0,2013-2-13
3248,ULME Token,Token,Flash Loan Attack,50646,0,,1,0,2022-10-25
3067,LV Metaverse (2),"Exchange (DEX),NFT",Rugpull,50625,0,,1,0,2022-6-28
3203,e-STD,Token,Rugpull,49000,0,,1,0,2022-9-27
2581,Hegic,,Other,47765,47765,,,,2020-4-24
105,Rapid Set Dollar,,Rugpull,47505,0,,,,2020-12-26
3024,Magic,,Rugpull,47315,0,,1,0,2022-5-26
3000,Bistroo,,Other,47000,0,,1,1,2022-5-7
3049,Cheebs,,Other,46493,0,,1,0,2022-6-11
276,Prophet Project,,Rugpull,46356,0,,,,2020-12-18
3137,HashFree,Token,Rugpull,46000,0,,0,0,2022-8-13
3189,Hunter Doge,Token,Rugpull,45978,0,,1,0,2022-9-17
3128,Tableland,NFT,Phishing,45819,0,,0,0,2022-7-21
3181,Ragnarok Online Invasion,Token,Access Control,45262,0,,1,0,2022-9-8
2789,Cryptopia Exchange,CeFi,Access Control,45000,0,,0,1,2021-2-20
3196,Sirius Token,Token,Rugpull,44963,0,,1,0,2022-9-22
3103,ElonMVP,Token,Rugpull,44371,0,,1,0,2022-7-13
3157,NFT Cross Chain,NFT,Rugpull,44052,0,,0,0,2022-8-25
3119,GenomesDAO,NFT,Other,43269,0,,0,0,2022-8-6
2785,DoraFactory,,Other,42373,0,,0,0,2021-7-11
198,Liquid Core,,Rugpull,42099,0,,,,2020-10-29
2717,Leo Finance,Other,Other,42000,0,,0,0,2020-2-11
85,iProtocol,,Rugpull,41930,0,,,,2020-12-21
3201,SLS,Token,Rugpull,41112,0,,0,0,2022-10-3
3232,Mango Inu,Token,Rugpull,40384,0,,1,0,2022-10-20
3031,StarFinancial,,Rugpull,40264,0,,1,0,2022-5-31
3274,Lottery Swap,Token,Rugpull,40000,0,,1,0,2022-11-7
2851,TheCatWorld,,Rugpull,39471,0,,0,0,2022-3-3
2783,DAO ventures,,Other,39443,0,,0,0,2021-7-11
2967,Trojan Wallet,,Other,39200,0,,0,0,2012-11-16
132,Galaxy DeFi,Token,Honeypot,38798,0,,,,2021-1-12
62,Mars Farm,Borrowing and Lending,Rugpull,37645,0,,,,2021-3-4
3234,LiveArtX,NFT,Access Control,36743,0,,0,1,2022-10-17
68,Orbit Swap,,Rugpull,36441,0,,,,2021-2-8
252,Solv3 network,,Rugpull,35643,0,,,,2020-12-2
3233,LGT,Token,Rugpull,35230,0,,1,0,2022-10-12
3069,Skate Metaverse,,Rugpull,34721,0,,1,0,2022-6-29
248,Hype Bet,,Rugpull,34703,0,,,,2020-11-29
258,OKO TOKEN,Token,Honeypot,34283,0,,,,2020-12-7
232,Holy Trinity,,Rugpull,34122,0,,,,2021-1-18
202,Yearnspace,,Rugpull,33988,0,,,,2020-12-1
3105,Loop X Network,Token,Rugpull,33902,0,,1,0,2022-7-19
220,MinterPro,,Rugpull,33821,0,,,,2021-1-9
3235,KHABY Fan Token,Token,Rugpull,32814,0,,1,0,2022-10-12
2981,Moonco.in,CeFi,Rugpull,32800,0,,0,0,2011-9-1
54,MTI Finance,,Rugpull,32065,0,,,,2020-11-19
199,Nemo Finance,Token,Honeypot,31797,0,,,,2020-10-26
178,AutoTrade Finance,Token,Honeypot,31797,0,,,,2020-12-10
3090,My Farm Pet,,Flash Loan Attack,31410,0,,0,1,2021-10-6
263,Reaper Finance,,Rugpull,31237,0,,,,2020-12-7
3247,n00dleswap,"Exchange (DEX),NFT,Token",Reentrancy,31096,0,,1,0,2022-10-25
256,Apollo Swap,Token,Honeypot,31056,0,,,,2020-12-6
126,NONAME,,Rugpull,30120,0,,,,2021-2-15
121,WOLF Protocol,Yield Aggregator,Rugpull,30022,0,,0,0,2021-1-23
2858,Doodled Dragons,,Rugpull,30000,0,,0,0,2022-1-6
53,Unidark,,Rugpull,29887,0,,,,2020-10-8
102,DiceSwap,,Rugpull,29780,0,,,,2021-3-10
3087,RETAWATCH,,Rugpull,29069,0,,1,0,2022-7-13
45,Dragonswap,Exchange (DEX),Rugpull,28710,0,,,,2021-3-16
